DESCRIPTION,LOCATION,MANUFACTURER,MODEL,YEAR,FUEL TYPE,KMS DRIVEN,PRICE
Hyundai Verna diesel 63000 Kms 2011 year,Chennai,Hyundai,Verna,2011,Diesel,63000,600000
Tata Indigo Ecs diesel 38000 Kms 2011 year,Chennai,Tata,Indigo Ecs,2011,Diesel,38000,280000
2011 tata indica own board v2 ls silver,Chennai,Tata,Indica V2,2011,Diesel,35000,199000
Tata Nano petrol 27400 Kms 2012 year,Chennai,Tata,Nano,2012,Petrol,27400,95000
"White innova, T board, 6+1 seats, life tax paid. FC insurance Mar 2017",Chennai,Toyota,Innova,2012,Diesel,170000,950000
Tata indica for sale.,Chennai,Tata,Indica V2,2012,Diesel,77000,135000
Honda City petrol 35000 Kms 2014 year,Chennai,Honda,City,2014,Petrol,35000,720000
Mahindra Scorpio Vlx 2wd Airbag Bs-iv (make Year 2014) (dies,Chennai,Mahindra,Scorpio,2014,Diesel,40200,1090000
Xylo d2 2012 model single owner,Chennai,Mahindra,Xylo,2012,Diesel,100000,480000
Maruti Suzuki Swift Dzire Zdi (make Year 2013) (diesel),Chennai,Maruti Suzuki,Swift Dzire,2013,Diesel,35000,640000
Toyota Innova diesel 50000 Kms 2010 year,Chennai,Toyota,Innova,2010,Diesel,50000,900000
2015 Hyundai Grand I10 petrol 6000 Kms,Chennai,Hyundai,Grand I10,2015,Petrol,6000,600000
tata sumo gold 2013 model,Chennai,Tata,Sumo Gold,2013,Diesel,130000,390000
Hyundai I10 (make Year 2011) (petrol),Chennai,Hyundai,I10,2011,Petrol,48000,370000
Hyundai Santro Xing Gl (make Year 2010) (petrol),Chennai,Hyundai,Santro Xing,2010,Petrol,17000,275000
Tata Sumo Victa single owner is very good condition,Chennai,Tata,Sumo,2010,Diesel,80000,155000
"Polo petrol 2010, 98 41 932 901",Chennai,Volkswagen,Polo,2010,Petrol,45000,340000
Hyundai I10 Sportz 1.2 (make Year 2010) (petrol),Chennai,Hyundai,I10,2010,Petrol,32000,350000
Toyota Innova (make Year 2011) (diesel),Chennai,Toyota,Innova,2011,Diesel,74000,1250000
Nissan micra mc xv premium diesel 2014/15,Chennai,Nissan,Micra,2014,Diesel,25000,630000
Marutji Suzuki Wagon R 2011 (New shape) - Great condition,Chennai,Maruti Suzuki,Wagon R,2011,Petrol,36500,260000
Maruti Suzuki Alto Lxi Bs-iii (make Year 2010) (petrol),Chennai,Maruti Suzuki,Alto,2010,Petrol,44000,225000
Swift Petrol 2014,Chennai,Maruti Suzuki,Swift,2014,Petrol,17500,435000
Mahindra Scorpio Dx 2.6 Turbo 7 Str (make Year 2006) (diesel,Chennai,Mahindra,Scorpio,2016,Diesel,92000,375000
Maruti Suzuki Swift Vdi Abs Bs-iv (make Year 2014) (diesel),Chennai,Maruti Suzuki,Swift,2014,Diesel,53000,620000
Toyota Innova 2.5 Vx Bs Iv 8 Str (make Year 2015) (diesel),Chennai,Toyota,Innova,2015,Diesel,13000,1650000
Toyota Fortuner 3.0 4x4 At (make Year 2013) (diesel),Chennai,Toyota,Fortuner,2016,Diesel,153033,1800000
Hyundai I20 Sportz 1.2 (make Year 2013) (diesel),Chennai,Hyundai,I20,2013,Diesel,36000,575000
Tata Nano Twist Xt (make Year 2014) (petrol),Chennai,Tata,Nano,2014,Petrol,5018,175000
2013 Volkswagen Polo diesel 14000 Kms,Chennai,Volkswagen,Polo,2013,Diesel,14000,550000
Tata Nano Cx (make Year 2011) (petrol),Chennai,Tata,Nano,2011,Petrol,22000,75000
Honda Amaze 1.2 Vx I-vtec (make Year 2013) (petrol),Chennai,Honda,Amaze,2013,Petrol,40000,640000
2011 Toyota Innova diesel 203000 Kms,Chennai,Toyota,Innova,2011,Diesel,203000,765000
Hyundai Verna VTVT SX 1.6 2013 model,Chennai,Hyundai,Verna,2013,Petrol,23500,550000
For Sale. Hyundai Eon Era + 2013 Model Call 984oo678o9,Chennai,Hyundai,Eon,2013,Petrol,20000,255000
Tata Nano Cx (make Year 2011) (petrol),Chennai,Tata,Nano,2011,Petrol,48000,75000
Tata Nano Lx (make Year 2011) (petrol),Chennai,Tata,Nano,2011,Petrol,62000,80000
Volkswagen Jetta Highline Tdi At (make Year 2015) (diesel),Chennai,Volkswagen,Jetta,2015,Diesel,9500,2300000
Volkswagen Polo Highline1.2l (d) (make Year 2013) (diesel),Chennai,Volkswagen,Polo,2013,Diesel,52000,580000
Tata Nano Lx Special Edition (make Year 2011) (petrol),Chennai,Tata,Nano,2011,Petrol,33000,105000
Hyundai I10 Sportz 1.2 At (make Year 2010) (petrol),Chennai,Hyundai,I10,2010,Petrol,28000,370000
Chevrolet Tavera diesel 139000 Kms 2011 year,Chennai,Chevrolet,Tavera,2011,Diesel,139000,550000
Hyundai Eon petrol 13687 Kms 2015 year,Chennai,Hyundai,Eon,2015,Petrol,13687,370000
Honda Mobilio V I-dtec (make Year 2014) (diesel),Chennai,Honda,Mobilio,2014,Diesel,14969,980000
Ford Ecosport Titanium 1.5 Ti-vct (make Year 2014) (petrol),Chennai,Ford,Ecosport,2014,Petrol,45000,800000
2014 Volkswagen Polo diesel 43000 Kms,Chennai,Volkswagen,Polo,2014,Diesel,43000,650000
2011 spark Ls single owner lpg. Ledy used power steering power windows,Chennai,Chevrolet,Spark,2011,Petrol,43000,169000
2010 hyundai i20 single user Megna petrol,Chennai,Hyundai,I20,2010,Petrol,69000,276000
2013 Hyundai Santro Xing petrol 28150 Kms,Chennai,Hyundai,Santro Xing,2013,Petrol,28150,295000
T.board. single owner. .,Chennai,Toyota,Innova,2012,Diesel,164000,850000
Chevrolet Cruze Lt (make Year 2011) (diesel),Chennai,Chevrolet,Cruze,2011,Diesel,81000,815000
Toyota Innova 2.0 G1 (make Year 2011) (diesel),Chennai,Toyota,Innova,2011,Diesel,195000,775000
Renault pulse 2012singleowner,Chennai,Renault,Pulse,2012,Diesel,50000,335000
Tata Sumo Gold Ex Bs-iv (make Year 2013) (diesel),Chennai,Tata,Sumo Gold,2013,Diesel,61000,435000
Maruti Suzuki Swift Dzire Vdi (make Year 2011) (diesel),Chennai,Maruti Suzuki,Swift Dzire,2011,Diesel,76000,485000
"Swift 2013 Vdi 2nd owner white 54,000 kms price 5,00,000 negotiable",Chennai,Maruti Suzuki,Swift,2013,Diesel,54000,500000
Honda City (make Year 2016) (petrol),Chennai,Honda,City,2016,Petrol,36000,540000
Tata Indigo Ecs Ls Cr4 Bs-iv (make Year 2014) (diesel),Chennai,Tata,Indigo Ecs,2014,Diesel,55000,425000
Bmw X1 Sdrive20d (make Year 2014) (diesel),Chennai,BMW,X1,2014,Diesel,45000,2350000
2012 Toyota Innova diesel 92000 Kms,Chennai,Toyota,Innova,2012,Diesel,92000,1050000
2012 Tata Sumo diesel 86300 Kms,Chennai,Tata,Sumo,2012,Diesel,86300,400000
TATA indica eV2 LE make Year 2012 diesel T-board,Chennai,Tata,Indica Ev2,2012,Diesel,112000,175000
Ford Figo diesel 65000 Kms 2011 year,Chennai,Ford,Figo,2011,Diesel,65000,325000
Hyundai I10 Sportz 1.2 At (make Year 2011) (petrol),Chennai,Hyundai,I10,2011,Petrol,30000,380000
2012 Maruti Suzuki Swift diesel 79000 Kms,Chennai,Maruti Suzuki,Swift,2012,Diesel,79000,440000
Audi A4 (make Year 2014) (diesel),Chennai,Audi,A4,2014,Diesel,26000,3000000
Automatic Hyundai Neo Fluidic Elantra 1.6 Sx CrDi AT,Chennai,Hyundai,New Elantra,2014,Diesel,13500,1287000
Hyundai Verna Fluidic 1.6 Crdi Sx (make Year 2012) (petrol),Chennai,Hyundai,Verna,2012,Petrol,34000,685000
Excellent Swift Dzire is selling,Chennai,Maruti Suzuki,Swift Dzire,2016,Diesel,4500,785000
2011 Diesel Ford Figo,Chennai,Ford,Figo,2011,Diesel,85000,300000
I Want Hyundai i10 Car /2010/ model . mob : 9940444 three nine one,Chennai,Hyundai,I10,2010,Petrol,50000,120000
Ford Ecosport Ambiente 1.5 Ti-vct (make Year 2014) (petrol),Chennai,Ford,Ecosport,2014,Petrol,20000,850000
skoda fabia 2010 model 2 nd owner very good condisan,Chennai,Skoda,Fabia,2010,Diesel,98000,250000
Hyundai I20 petrol 56000 Kms 2010 year,Chennai,Hyundai,I20,2010,Petrol,56000,275000
2010 Maruti Suzuki Swift Dzire petrol 33000 Kms,Chennai,Maruti Suzuki,Swift Dzire,2010,Petrol,33000,300000
2012 Hyundai I10 petrol 40000 Kms,Chennai,Hyundai,I10,2012,Petrol,40000,325000
Renault Scala Rxl Diesel (make Year 2011) (diesel),Chennai,Renault,Scala,2011,Diesel,40000,650000
I need 2nd sale Car,Chennai,Tata,Indica V2,2011,Diesel,75000,120000
Hyundai Santa Fe 4 Wd (make Year 2011) (diesel),Chennai,Hyundai,Santa Fe,2011,Diesel,45000,1550000
Bmw X1 Sdrive20d (make Year 2012) (diesel),Chennai,BMW,X1,2012,Diesel,70000,1500000
Bmw X3 Xdrive-20d Xline (make Year 2015) (diesel),Chennai,BMW,X3,2015,Diesel,18000,4600000
Mercedes-benz S-class 350 Cdi L (make Year 2010) (diesel),Chennai,Mercedes-Benz,S Class,2010,Diesel,48000,3800000
Tata Manza petrol 12000 Kms 2013 year,Chennai,Tata,Manza,2013,Petrol,12000,350000
Audi Q5 45 Tdi Technology S Line (make Year 2014) (diesel),Chennai,Audi,Q5,2014,Diesel,25000,4800000
Mitsubishi Pajero Sfx 2.8 (make Year 2011) (diesel),Chennai,Mitsubishi,Pajero,2011,Diesel,70000,1300000
Maruti Suzuki Ciaz petrol 4800 Kms 2015 year,Chennai,Maruti Suzuki,Ciaz,2015,Petrol,4800,888888
Honda Amaze 1.5 Vx I-dtec (make Year 2013) (diesel),Chennai,Honda,Amaze,2013,Diesel,54000,650000
Ford Fiesta Titanium+ Diesel (make Year 2013) (diesel),Chennai,Ford,Fiesta,2013,Diesel,29000,650000
Bmw 3 Series 320d (make Year 2015) (diesel),Chennai,BMW,3 Series,2015,Diesel,16000,3800000
Chevrolet Spark Lt 1.0 Opt (make Year 2011) (petrol),Chennai,Chevrolet,Spark,2011,Petrol,34000,230000
Maruti Suzuki Alto 800 Lxi (make Year 2013) (petrol),Chennai,Maruti Suzuki,Alto 800,2013,Petrol,27000,260000
Audi A4 1.8 Tfsi Multitronic Premium Plus (make Year 2013) (,Chennai,Audi,A4,2013,Diesel,50000,2500000
Bmw 5 Series 520d Prestige (make Year 2015) (diesel),Chennai,BMW,5 Series,2015,Diesel,18000,4200000
Hyundai I20 Asta 1.4 Crdi 6 Speed (make Year 2010) (diesel),Chennai,Hyundai,I20,2010,Diesel,74000,430000
Alto Lxi 12000 Kms,Chennai,Maruti Suzuki,Alto,2010,Petrol,12000,195000
Mahindra Xylo D2 Bs-iii (make Year 2013) (diesel),Chennai,Mahindra,Xylo,2013,Diesel,75000,475000
Chevrolet Captiva Lt (make Year 2012) (diesel),Chennai,Chevrolet,Captiva,2016,Diesel,43000,1300000
Iam going to by new car,Chennai,Mahindra,Scorpio,2012,Diesel,110000,620000
2011 Tata Indica V2 diesel 100000 Kms.,Chennai,Tata,Indica V2,2011,Diesel,100000,165000
Maruti Suzuki Alto 800 Lxi (make Year 2013) (petrol),Chennai,Maruti Suzuki,Alto 800,2013,Petrol,6500,250000
Chevrolet Tavera Neo 3 Ls- 10 Str Bs-iii (make Year 2010) (d,Chennai,Chevrolet,Tavera,2010,Diesel,92000,450000
Ford Figo Duratorq Diesel Lxi 1.4 (make Year 2012) (diesel),Chennai,Ford,Figo,2012,Diesel,67000,350000
Mahindra Xylo D2 Bs-iii (make Year 2013) (diesel),Chennai,Mahindra,Xylo,2013,Diesel,62000,490000
Toyota Etios Gd (make Year 2012) (diesel),Chennai,Toyota,Etios,2012,Diesel,135000,450000
2016 Renault Kwid diesel 3500 Kms,Chennai,Renault,Kwid,2016,Diesel,3500,400000
Honda city petrol engine single owner,Chennai,Honda,City,2015,Petrol,30563,660000
2015 Ford Ecosport diesel 26000 Kms,Chennai,Ford,Ecosport,2015,Diesel,26000,760000
2011 Ford Fiesta diesel 67000 Kms,Chennai,Ford,Fiesta,2011,Diesel,67000,330000
Maruthi celerio 4000 km only done,Chennai,Maruti Suzuki,Celerio,2015,Petrol,4000,425000
Maruti Suzuki Swift diesel 29000 Kms 2014 year,Chennai,Maruti Suzuki,Swift,2014,Diesel,29000,590000
Tavera ls 2013 model very good condition,Chennai,Chevrolet,Tavera,2013,Diesel,100000,525000
2012 Ford Fiesta diesel 65000 Kms,Chennai,Ford,Fiesta,2012,Diesel,65000,375000
Mahindra Xylo - well maintained tourist vehicle for sale,Chennai,Mahindra,Xylo,2014,Diesel,40000,700000
Hondo City Diesel vx (O),Chennai,Honda,City,2014,Diesel,52000,990000
"Fiat Punto EVO - Dynamic (Diesel) 27,000km | EXCELLENT CONDITION",Chennai,Fiat,Punto Evo,2015,Diesel,27000,560000
I Want Hyundai i10 Car .,Chennai,Hyundai,I10,2010,Petrol,50000,120000
Hyundai Elite I20 diesel 74000 Kms 2014 year,Chennai,Hyundai,Elite I20,2014,Diesel,74000,620000
Tata Indica V2 diesel 87000 Kms 2011 year,Chennai,Tata,Indica V2,2011,Diesel,87000,150000
Volkswagen Vento Highline Petrol At (make Year 2015) (petrol,Chennai,Volkswagen,Vento,2015,Petrol,6249,795000
Swift VDI 2013 December model 38900km driven for URGENT sales,Chennai,Maruti Suzuki,Swift,2013,Diesel,39000,530000
"Jazz Diesel 2015 VX, 9352KMs,1Y Old. Like New,Insurance Valid for 1Y.",Chennai,Honda,Jazz,2015,Diesel,9352,900000
Hyundai Verna petrol 50000 Kms 2013 year,Chennai,Hyundai,Verna,2013,Petrol,50000,935000
Maruti Suzuki Wagon R Vxi Bs-iii (make Year 2015) (petrol),Chennai,Maruti Suzuki,Wagon R,2015,Petrol,8000,435000
Honda City 1.5 S Mt (make Year 2011) (petrol),Chennai,Honda,City,2011,Petrol,100000,525000
Hyundai santro Gls M,Chennai,Hyundai,Santro Xing,2012,Petrol,41155,290000
Volkswagen polo petrol,Chennai,Volkswagen,Polo,2010,Petrol,17500,330000
Excellent running ford endeover,Chennai,Ford,Endeavour,2010,Diesel,111850,699999
Chevrolet Sail petrol 39500 Kms 2014 year,Chennai,Chevrolet,Sail,2014,Petrol,39500,361000
tata indica v2 ls,Chennai,Tata,Indica V2,2011,Diesel,132000,105000
Skoda Laura 1.8 diesel,Chennai,Skoda,Laura,2010,Diesel,110000,540000
Hyundai Elantra 2014 - Diesel Fully Automatic,Chennai,Hyundai,Elantra,2014,Diesel,13033,1300000
Mahindra Xuv500 diesel 50100 Kms 2012 year.,Chennai,Mahindra,Xuv500,2012,Diesel,50100,1180000
tata sumo gold 2013,Chennai,Tata,Sumo Gold,2013,Diesel,49850,375000
Tavera(t board),Chennai,Chevrolet,Tavera,2011,Diesel,190000,400000
Mahindra Scorpio diesel 75000 Kms 2010 year,Chennai,Mahindra,Scorpio,2010,Diesel,75000,715000
Toyota Innova avadi (2012 diesel),Chennai,Toyota,Innova,2012,Diesel,90000,1125000
Hyunadi I 20,Chennai,Hyundai,I20,2011,Diesel,66000,370000
Show room condition,Chennai,Maruti Suzuki,Swift Dzire,2013,Diesel,45000,550000
2013 Hyundai Eon petrol 48000 Kms,Chennai,Hyundai,Eon,2013,Petrol,48000,210000
Mahindra Xuv500 W8 (make Year 2011) (diesel),Chennai,Mahindra,Xuv500,2011,Diesel,78000,975000
Chevrolet Beat LT Petrol(Make 2011 Reg 2012),Chennai,Chevrolet,Beat,2011,Petrol,60661,230000
2012 Chevrolet Cruze diesel 70000 Kms,Chennai,Chevrolet,Cruze,2012,Diesel,70000,625000
2014 Volkswagen Polo diesel 36500 Kms,Chennai,Volkswagen,Polo,2014,Diesel,36500,525000
Mercedes-benz Gl-class 350 Cdi (make Year 2012) (diesel),Chennai,Mercedes-Benz,Gl Class,2012,Diesel,140000,3500000
Audi Q7 4.2 Tdi Quattro (make Year 2010) (diesel),Chennai,Audi,Q7,2010,Diesel,100000,2500000
Tata Safari diesel 49000 Kms 2012 year,Chennai,Tata,Safari,2012,Diesel,49000,550000
Toyoto Etios in Kilpauk,Chennai,Toyota,Etios,2012,Diesel,50000,580000
Bmw 6 Series 650i Coupe (make Year 2012) (petrol),Chennai,BMW,6 Series,2012,Petrol,7500,5900000
Ford Endeavour 3.0l 4x4 At (make Year 2011) (diesel),Chennai,Ford,Endeavour,2011,Diesel,90000,1100000
2013 Volkswagen Vento high line diesel 40100 Kms,Chennai,Volkswagen,Vento,2013,Diesel,40100,700000
Volkswagen Polo Highline1.2l D (make Year 2012) (diesel),Chennai,Volkswagen,Polo,2012,Diesel,90000,420000
Hyundai I10 (make Year 2011) (petrol),Chennai,Hyundai,I10,2011,Petrol,50485,345000
2016 Tata Indica V2 diesel 8130 Kms,Chennai,Tata,Indica V2,2016,Diesel,8130,460000
Ford Fiesta Titanium Diesel (make Year 2012) (diesel),Chennai,Ford,Fiesta,2012,Diesel,61000,575000
Ford Fiesta Titanium Diesel (make Year 2013) (diesel),Chennai,Ford,Fiesta,2013,Diesel,50000,650000
Chevrolet Tavera (make Year 2013) (diesel),Chennai,Chevrolet,Tavera,2013,Diesel,70000,770000
Maruti Suzuki Swift Dzire (make Year 2011) (diesel),Chennai,Maruti Suzuki,Swift Dzire,2011,Diesel,74681,450000
Toyota Innova 2.0 Vx 7 Str Bs-iv (make Year 2012) (diesel),Chennai,Toyota,Innova,2012,Diesel,95000,1300000
Indica Vista LX,Chennai,Tata,Indica Vista,2012,Diesel,76818,325000
Ford Endeavour 3.0l 4x4 At (make Year 2011) (diesel),Chennai,Ford,Endeavour,2011,Diesel,49000,1200000
Ford Fiesta Titanium Diesel (make Year 2012) (diesel),Chennai,Ford,Fiesta,2012,Diesel,37000,650000
Ford Fiesta Titanium Diesel (make Year 2013) (diesel),Chennai,Ford,Fiesta,2013,Diesel,24000,600000
White swift dzire diesel single owned,Chennai,Maruti Suzuki,Swift Dzire,2012,Diesel,68000,510000
Maruti Suzuki Zen Estilo (make Year 2010) (petrol),Chennai,Maruti Suzuki,Zen Estilo,2010,Petrol,72423,235000
2012 Mahindra Quanto diesel 55000 Kms,Chennai,Mahindra,Quanto,2012,Diesel,55000,475000
Toyota Fortuner 3.0 Ltd (make Year 2011) (diesel),Chennai,Toyota,Fortuner,2011,Diesel,83000,1800000
Honda Accord 2.4 At (make Year 2010) (petrol),Chennai,Honda,Accord,2010,Petrol,68000,900000
Ford Endeavour 3.0l 4x4 At (make Year 2013) (diesel),Chennai,Ford,Endeavour,2013,Diesel,33000,1450000
Hyundai Grand I10 Asta At 1.2 Kappa Vtvt (make Year 2014) (p,Chennai,Hyundai,Grand I10,2014,Petrol,12000,550000
Bmw 5 Series 525d Sedan (make Year 2012) (diesel),Chennai,BMW,5 Series,2012,Diesel,58000,2800000
Ford Fiesta Titanium Diesel (make Year 2013) (diesel),Chennai,Ford,Fiesta,2013,Diesel,50000,640000
Ford Endeavour Allterrain Edition 4x4 At (make Year 2014) (d,Chennai,Ford,Endeavour,2014,Diesel,21000,1600000
Ford Figo Duratorq Diesel Zxi 1.4 (make Year 2011) (diesel),Chennai,Ford,Figo,2011,Diesel,72000,350000
Ford Endeavour 3.0l 4x4 At (make Year 2011) (diesel),Chennai,Ford,Endeavour,2011,Diesel,57000,1200000
Audi A4 2.0 Tdi (143bhp) (make Year 2011) (diesel),Chennai,Audi,A4,2011,Diesel,28000,2100000
Bmw X5 Xdrive 30d Expedition (make Year 2012) (diesel),Chennai,BMW,X5,2012,Diesel,70000,3800000
Ford Fiesta Titanium Diesel (make Year 2013) (diesel),Chennai,Ford,Fiesta,2013,Diesel,45000,600000
Ford Endeavour 3.0l 4x4 At (make Year 2011) (diesel),Chennai,Ford,Endeavour,2011,Diesel,59000,1200000
Chevrolet Cruze Ltz (make Year 2010) (diesel),Chennai,Chevrolet,Cruze,2010,Diesel,65000,800000
Duster (Amazon Green) 50000Kms (1st owner),Chennai,Renault,Duster,2014,Diesel,50000,750000
2010 Maruti Suzuki Wagon R petrol 24000 Kms,Chennai,Maruti Suzuki,Wagon R 1.0,2010,Petrol,24500,300000
Maruti Suzuki Swift Dzire diesel 50000 Kms 2014 year,Chennai,Maruti Suzuki,Swift Dzire,2014,Diesel,50000,570000
Hyundai Verna petrol 24000 Kms 2013 year,Chennai,Hyundai,Verna,2013,Petrol,24000,550000
Tata manza quatrajet single owner lifetax paid engine pakka condition,Chennai,Tata,Manza,2014,Diesel,135000,355000
Ford Fiesta Titanium Diesel (make Year 2013) (diesel),Chennai,Ford,Fiesta,2013,Diesel,60000,600000
Maruti Suzuki Swift Vdi (make Year 2015) (diesel),Chennai,Maruti Suzuki,Swift,2015,Diesel,41700,640000
2014 Toyota Innova diesel 115000 Kms,Chennai,Toyota,Innova,2014,Diesel,115000,1200000
2011 Volkswagen Vento diesel 74000 Kms,Chennai,Volkswagen,Vento,2011,Diesel,74000,425000
Used i10 Sportz 1.2-Second Owner,Chennai,Hyundai,I10,2011,Petrol,39200,260000
Tata nano LX 2011 single owner,Chennai,Tata,Nano,2011,Petrol,30000,78000
2011 Hyundai Sontro Xing petrol 26480 Kms,Chennai,Hyundai,Santro Xing,2014,Petrol,26480,300000
Tata iris majic 35km/lts diesal,Chennai,Tata,Venture,2013,Diesel,40000,130000
2011 Toyota Corolla Altis diesel 55000 Kms,Chennai,Toyota,Corolla Altis,2011,Diesel,55000,450000
Maruti Suzuki Swift Vdi (make Year 2010) (diesel),Chennai,Maruti Suzuki,Swift,2010,Diesel,66500,440000
Maruti Suzuki Ertiga Zdi (make Year 2013) (diesel),Chennai,Maruti Suzuki,Ertiga,2013,Diesel,53000,750000
Maruti Suzuki Alto 800 Lxi (make Year 2015) (petrol),Chennai,Maruti Suzuki,Alto 800,2015,Petrol,14000,299999
Maruti Suzuki Ritz Vdi Bs-iv (make Year 2012) (diesel),Chennai,Maruti Suzuki,Ritz,2012,Diesel,48600,510000
Nano XT Twist 2015 model Manual 6xxx KM used,Chennai,Tata,Nano,2015,Petrol,6500,210000
Ford figo titanium,Chennai,Ford,Figo,2010,Diesel,60000,320000
Maruti Suzuki Swift Vxi (make Year 2010) (petrol),Chennai,Maruti Suzuki,Swift,2010,Petrol,43000,410000
Hyundai Verna Fluidic 1.6 Crdi Sx (make Year 2011) (diesel),Chennai,Hyundai,Verna,2011,Diesel,50000,599999
Chevrolet Cruz LTZ manual,Chennai,Chevrolet,Cruze,2011,Diesel,78000,775000
Toyota Fortuner 3.0 4x4 Mt (make Year 2011) (diesel),Chennai,Toyota,Fortuner,2011,Diesel,40000,1350000
New Maruti alto 800,Chennai,Maruti Suzuki,Alto 800,2016,Petrol,1,377000
Maruti suzuki new car,Chennai,Maruti Suzuki,Celerio,2016,Petrol,1,510000
Audi A7 Sportback 3.0 Tdi Quattro (make Year 2011) (diesel),Chennai,Audi,A7,2011,Diesel,50000,3800000
Maruti Suzuki Zen Estilo (make Year 2013) (petrol),Chennai,Maruti Suzuki,Zen Estilo,2013,Petrol,33333,315000
Mahindra Xuv500 W8 (make Year 2012) (diesel),Chennai,Mahindra,Xuv500,2012,Diesel,41000,1150000
Maruti Suzuki Alto Lxi Bs-iv (make Year 2011) (petrol),Chennai,Maruti Suzuki,Alto,2011,Petrol,48127,225000
Tata Manza Aura Quadrajet Bs-iv (make Year 2012) (diesel),Chennai,Tata,Manza,2012,Diesel,45471,300000
Audi Q5 2.0 Tdi Quattro (make Year 2014) (diesel),Chennai,Audi,Q5,2014,Diesel,65000,3000000
Maruti Suzuki Wagon R 1.0 Lxi Cng (make Year 2013) (petrol),Chennai,Maruti Suzuki,Wagon R 1.0,2013,Petrol,30000,310000
Toyota Etios Liva Gd (make Year 2012) (diesel),Chennai,Toyota,Etios Liva,2012,Diesel,40000,600000
Toyota Innova 2.5 V 7 Str (make Year 2011) (diesel),Chennai,Toyota,Innova,2011,Diesel,114450,1250000
Toyota Etios Liva Vxd (make Year 2015) (diesel),Chennai,Toyota,Etios Liva,2015,Diesel,26000,825000
Maruti Suzuki Alto Lx Bs-iii (make Year 2011) (petrol),Chennai,Maruti Suzuki,Alto,2011,Petrol,21000,235000
Audi A8 L 3.0 Tdi Quattro (make Year 2012) (diesel),Chennai,Audi,A8l,2012,Diesel,70000,4600000
"(used) (310,000)",Chennai,Ford,Figo,2011,Diesel,80000,310000
Mahindra Xylo diesel 65000 Kms 2013 year,Chennai,Mahindra,Xylo,2013,Diesel,65000,400000
2012 Hyundai I10 petrol 43000 Kms,Chennai,Hyundai,I10,2012,Petrol,43000,295000
Ford Ecosport Titanium 1.5 Tdci (make Year 2014) (diesel),Chennai,Ford,Ecosport,2014,Diesel,20000,850000
Honda Brio petrol 5000 Kms 2015 year,Chennai,Honda,Brio,2015,Petrol,5000,500000
Skoda Superb Superb Ambition 1.8 Tsi Mt (make Year 2010) (pe,Chennai,Skoda,Superb,2010,Petrol,62000,825000
Figo sun shades window magnetic,Chennai,Ford,Figo,2015,CNG & Hybrids,1350,230000
Toyota Innova 2.5 V 7 Str (make Year 2012) (diesel),Chennai,Toyota,Innova,2012,Diesel,160000,1150000
Maruthi Suzuki SX 4,Chennai,Maruti Suzuki,Sx4,2010,Petrol,63000,350000
Hyundai Verna Verna Fluidic 1.6 Vtvt Sx (make Year 2013) (pe,Chennai,Hyundai,Verna,2013,Petrol,25000,520000
Mahindra Xuv500 Xuv500 W6 (make Year 2012) (diesel),Chennai,Mahindra,Xuv500,2012,Diesel,79000,890000
